station,latitude_zone,model,mae,rmse,r2,corr,mape
THJ76,N_high,RandomForest,0.8706494632189383,1.0569793269100178,-0.6006702694209468,0.3437592732783781,19.872854458229604
THJ76,N_high,XGBoost,0.8886068685172558,1.0838041889313532,-0.6792696858213928,0.31160497108865143,20.243890443978643
TR169,N_high,CatBoost,0.8353756208746496,1.0203231116944624,-0.09150321462624073,0.7040492299871499,15.808978542990241
TR169,N_high,ElasticNet,1.1363508486129028,1.3701836392132911,-1.6291503195783588,0.5163116488250253,21.5416807770963
TR169,N_high,LinearRegression,8.735831052867661,10.32424460369678,-961.8361308476408,0.46408328238870283,167.51649657528836
TR169,N_high,RandomForest,0.861452173708222,1.051454016961695,-0.23930513173890236,0.6852847286353199,16.31672226222152
TR169,N_high,XGBoost,0.8810117262301632,1.0765733173432603,-0.31020568385775077,0.668365741504508,16.64933969875114
VT139,N_mid,CatBoost,0.7894777888491795,0.9601552449097147,0.4784642122297754,0.889009036435034,11.792189979560694
VT139,N_mid,ElasticNet,0.9385221011913719,1.118899738643083,0.15876325090565316,0.8543079536156659,14.339504613718269
VT139,N_mid,LinearRegression,3.7177386468185447,4.802689871876401,-257.9867281970052,0.7258693351688793,59.67042014021602
VT139,N_mid,RandomForest,0.7687168172995809,0.9488605870255292,0.4536305019124331,0.8771234306404839,11.324494666463266
VT139,N_mid,XGBoost,0.7821892594640596,0.9625053788986223,0.43814782708626154,0.8747765049780896,11.569647863574266
WA619,Low,CatBoost,1.304512841816472,1.6395478282171863,0.6225630862724658,0.8956648402900607,15.03836683299465
WA619,Low,ElasticNet,1.64424773047689,2.046209771289902,0.3187519625862369,0.8686415404182254,18.648254912803406
WA619,Low,LinearRegression,7.478295278959708,9.87271789964196,-91.4686077974333,0.7207504963543219,80.36175082675783
WA619,Low,RandomForest,1.3036600469575825,1.6521988535176233,0.6318072630583519,0.8884678541107778,14.80139137563443
WA619,Low,XGBoost,1.3292309065721672,1.685471096025187,0.6111613671357286,0.8849342461917367,15.013020719976295
